,matches
7281,"[(22505, 0.71052660343146), (18724, 0.6895597511474497), (9044, 0.684531089739718), (22987, 0.6813502372731397), (40058, 0.6686127428768468), (1552, 0.6673419056626405), (22564, 0.663331543006906), (15248, 0.6631876607497382), (22592, 0.6578365446445592), (22166, 0.6531917520053312), (35288, 0.6515048449888994)]"
19345,"[(7365, 0.7376867862173935), (53546, 0.7121414048080739), (57149, 0.6931165127578126), (54182, 0.6923352498285613), (21063, 0.6888192632307686), (22452, 0.68443561384873), (16553, 0.6788934078290952), (12011, 0.6773172302776284), (20402, 0.6762346784210541), (56189, 0.6743256539870336), (13443, 0.6676680363050316), (628, 0.6670775403529106), (13365, 0.663756919389748), (54660, 0.6629259571166071), (52359, 0.662123650171196), (28068, 0.659827618968368), (22397, 0.6597791100614554), (19075, 0.654051029944122), (42371, 0.653608305161522), (50811, 0.6515186702806263), (46818, 0.6506764563096719)]"
45801,[]
52816,"[(21671, 0.6649370091968696), (27476, 0.6639313314212069)]"
36313,"[(29425, 0.7294824508274418), (1168, 0.7049471189198926), (22288, 0.7010906705447395), (33020, 0.6987237061424196), (10780, 0.6955214760674706), (38391, 0.6896374284212382), (19145, 0.6832408497690686), (38737, 0.661607789418735), (14198, 0.6581139912833949), (5247, 0.6569026346643894), (3268, 0.6544122864393691), (47057, 0.6543716811214587), (41744, 0.6541682146095995), (57220, 0.6539023393655403), (22101, 0.6530779381944467), (36137, 0.6518388030044704), (49036, 0.6513441117935367), (52291, 0.6504990030108698), (43250, 0.650402992882968)]"
31730,"[(29397, 0.9999999999991719), (11762, 0.9999999999991719), (32693, 0.9999999999991719), (40307, 0.9999999999991719), (30063, 0.9999999999991719), (37517, 0.9999999999991719), (9512, 0.9999999999991719), (2242, 0.9999999999991719), (22532, 0.9999999999991719), (47400, 0.9999999999991719), (5252, 0.9999999999991719), (43799, 0.9999999999991719), (58275, 0.9999999999991719), (12592, 0.9999999999991719), (691, 0.9999999999991719), (59441, 0.9999999999991719), (13410, 0.9999999999991719), (20152, 0.9999999999991719), (40245, 0.9999999999991719), (64, 0.9999999999991719), (47541, 0.9999999999991719), (31274, 0.9999999999991719), (31917, 0.9999999999991719), (5682, 0.9999999999991719), (30842, 0.9999999999991719), (34794, 0.9999999999991719), (44077, 0.9999999999991719), (7390, 0.9999999999991719), (10236, 0.9999999999991719), (56210, 0.9999999999991719), (15706, 0.9999999999991719), (18707, 0.9999999999991719), (42675, 0.9999999999990123), (59143, 0.9999999999990123), (36002, 0.9999999999990123), (59416, 0.9999999999990123), (58288, 0.9999999999990123), (16073, 0.9999999999990123), (15150, 0.9999999999990123), (14216, 0.9999999999990123), (16340, 0.9999999999990123), (34174, 0.9999999999990123), (27314, 0.9999999999990123)]"
44936,[]
27388,[]
48368,"[(45596, 0.9999999999991719), (29650, 0.9999999999991719)]"
27372,"[(2053, 0.67914281883188), (13106, 0.6718710066603318), (14435, 0.6676128668958542), (35264, 0.6663662673368786), (22862, 0.6646213342826653), (57220, 0.6635947835542189), (4771, 0.6575079303821753), (50576, 0.6570913174790763), (8146, 0.6537580785318855), (30851, 0.6537564004144786), (17701, 0.6537341708359228)]"
20109,[]
53632,"[(17488, 0.9999999999991719), (41572, 0.9999999999991719), (4313, 0.9999999999991719), (3177, 0.9999999999991719), (59757, 0.9999999999991719), (41774, 0.9999999999991719), (31812, 0.9999999999991719), (56275, 0.9999999999991719), (16305, 0.9999999999991719), (49495, 0.9999999999991719), (24993, 0.9999999999991719), (32359, 0.9999999999991719), (3780, 0.9999999999990123), (41912, 0.9999999999990123), (55941, 0.9999999999990123), (26231, 0.9999999999990123), (57557, 0.9999999999990123), (33280, 0.9999999999990123)]"
17642,"[(13293, 0.9999999999991719), (32693, 0.9999999999991719), (29793, 0.9999999999991719), (47400, 0.9999999999991719), (5252, 0.9999999999991719), (26049, 0.9999999999991719), (43799, 0.9999999999991719), (58275, 0.9999999999991719), (12592, 0.9999999999991719), (13410, 0.9999999999991719), (44098, 0.9999999999991719), (10169, 0.9999999999991719), (31274, 0.9999999999991719), (5682, 0.9999999999991719), (30842, 0.9999999999991719), (23473, 0.9999999999991719), (44077, 0.9999999999991719), (10236, 0.9999999999991719), (40649, 0.9999999999991719), (42675, 0.9999999999990123), (13229, 0.9999999999990123), (16340, 0.9999999999990123)]"
37781,"[(9361, 0.675099325723504), (12000, 0.6509344338962447)]"
48507,[]
55263,[]
38984,"[(4889, 0.6722985665963079)]"
41982,[]
110,"[(28494, 0.732916530449231), (6059, 0.7298769620715501), (45417, 0.7267088125897223), (11380, 0.7118838224305365), (18240, 0.711416045752524), (54660, 0.6900536983401129), (57149, 0.689005353989139), (31499, 0.6773271757696727), (55638, 0.6763289239820003), (49205, 0.6758818776510641), (21932, 0.675693608672408), (13093, 0.6752952658958509), (9361, 0.6746272455201311), (232, 0.6735296098939992), (42371, 0.6717035240951258), (43148, 0.6663249254263288), (43088, 0.666277688233248), (15067, 0.6661035129104196), (50811, 0.6651013401359445), (46008, 0.6632883770284078), (8012, 0.6604379804200601), (29206, 0.6598974119355828), (59377, 0.6576899802062387), (25748, 0.6549396012218873), (27303, 0.6537050591145006), (36399, 0.6509011053196984), (30009, 0.6503634624693093)]"
37467,[]
50670,"[(21070, 0.6650862264619573)]"
55582,"[(28556, 0.7073189423886029), (54986, 0.7059046469552567), (12900, 0.6948741046319892), (19950, 0.6820265498474729), (28103, 0.6746456701508831), (16507, 0.6745812053569301), (23648, 0.6615898461267357), (45307, 0.6600382906478998), (47482, 0.6593940018402902)]"
30432,[]
9,"[(6059, 0.7323651662589233), (28736, 0.7231626237753241), (8012, 0.6873256630253493), (19082, 0.6865074655994755), (7896, 0.6760202236490961), (13661, 0.6750691306051181), (34196, 0.6730856269758722), (46008, 0.6709791578004276), (2643, 0.6663132271663773), (7055, 0.665585147906068), (2200, 0.6642843973238776), (21093, 0.6625985894346591), (57744, 0.6607237871990689), (18240, 0.6514839160945052)]"
36708,"[(14949, 0.6769808003370835)]"
13997,"[(58533, 0.6583078242463143), (2110, 0.6548731380663216)]"
45596,"[(48368, 0.9999999999991719), (54149, 0.9999999999991719)]"
50174,[]
40804,"[(15697, 0.6806956582717649), (10254, 0.6604882918210825), (47061, 0.6587924396479476)]"
33433,"[(13106, 0.7062610733317126), (47995, 0.7038461981846266), (25381, 0.702293129274202), (7896, 0.6852558535946266), (24834, 0.6794334951978236), (22552, 0.6778493235467844), (37427, 0.6740366768292684), (5719, 0.670225770294912), (28063, 0.6634252349293903), (13661, 0.6565939649704812), (17701, 0.6517815357202126)]"
41832,"[(49826, 0.7666386893852833), (44028, 0.7339253210187998), (12677, 0.7179014980643361), (14164, 0.7174351594677), (27291, 0.7081534039199355), (5340, 0.7071873579203111), (42312, 0.7067873754130501), (35278, 0.6842320402485724), (7665, 0.680994034029474), (50704, 0.6782956478692017), (34461, 0.6752484367933927), (40058, 0.6747958272288924), (46908, 0.6722887647871042), (23671, 0.6707565225667523), (17869, 0.6690580085799327), (8057, 0.6681198538619498), (9718, 0.665050429322834), (48785, 0.6621490216247446), (33321, 0.6602754706982711), (24292, 0.6596499054694336), (22592, 0.655676882194266), (1143, 0.6549726227659536), (36991, 0.6544757778976737), (34785, 0.6534481546944265), (22166, 0.6520670585514912), (8871, 0.6507840630478872)]"
4102,[]
50926,"[(28736, 0.661938402551295), (9569, 0.6610390102044117), (33233, 0.6591732661284291), (7451, 0.6571417695533482)]"
41104,[]
40619,[]
45251,[]
34347,[]
55287,"[(46793, 0.6999570423022021), (7589, 0.671257705107744), (15088, 0.6629877861249022), (30523, 0.6505998143314167)]"
50663,"[(36399, 0.7187279542923943), (23004, 0.6781433335376658), (42891, 0.6705812791166301), (36453, 0.6614408554460206), (43148, 0.656811148936914), (2200, 0.6558193286012857), (1716, 0.654016670218527), (49032, 0.6527437464127478)]"
52670,[]
32333,"[(1811, 0.715756770067306), (7609, 0.7026408761076335), (37999, 0.6929552928103879), (42518, 0.6810053513211015), (43300, 0.6709334200265488), (12383, 0.6695330593463601), (52524, 0.6605081652529093)]"
50002,[]
38863,"[(23648, 0.6836495524682077), (31950, 0.6835845827420414), (56681, 0.6814970177728781), (10644, 0.6700822758161215), (24292, 0.6687111025884522), (5988, 0.6608828653180264), (2155, 0.6594493905445759), (22814, 0.6579174641701944), (15069, 0.6540079335481659), (54986, 0.6514315788782444)]"
53855,[]
41776,[]
48989,"[(11788, 0.7302499227019946), (9044, 0.7193099930010766), (34147, 0.7069812820791884), (45989, 0.6831978123217567), (15248, 0.6821090326873329), (37163, 0.6789440972608135), (5988, 0.6776214166287193), (45924, 0.672657453646375), (35830, 0.6723621522389616), (13016, 0.6721374380160613), (36035, 0.6713148826446143), (19703, 0.6711293649668257), (1143, 0.6704224499926904), (7260, 0.669919929935935), (52513, 0.6614509586883158), (55541, 0.6613492697814061), (58941, 0.6613378666790717), (18534, 0.6610568406173994), (48244, 0.6609942185866314), (17045, 0.6609479939538814), (35319, 0.6595086576499634), (16398, 0.6593329750041238), (59208, 0.6556445673004299), (52373, 0.6547989466799325), (43719, 0.653081928778252), (12712, 0.6524401705504825), (7576, 0.6522954430064943), (19112, 0.650590500694874)]"
53504,"[(44412, 0.7142451462662899), (35938, 0.7031586067009626), (16398, 0.7018144272799466), (40058, 0.6953959516705888), (18724, 0.6914855504526786), (14706, 0.6845480692232668), (52016, 0.681256597241042), (22799, 0.6663710792591426), (53061, 0.6626856804836593), (44034, 0.6625166277251837), (43954, 0.6616039894185447), (49793, 0.6606041639779868), (52203, 0.6557753460903147), (17939, 0.6536337643595675), (37139, 0.6532078044587728), (27302, 0.6524336419925398), (31512, 0.6517120040125403)]"
26197,"[(30851, 0.7088142964679373), (33603, 0.694194394731134), (30084, 0.6691483223013591), (39018, 0.6679110655165078), (5547, 0.6534321655824277)]"
23392,"[(9008, 0.7352568206489123), (7117, 0.7048391559191974), (29916, 0.7047181474216829), (1168, 0.7044629065100435), (40370, 0.7040683586435487), (24834, 0.7014435543096617), (41744, 0.6920547375036029), (14435, 0.6863503513175487), (57220, 0.6807925175262856), (13374, 0.6802190896023005), (27476, 0.6799206145602117), (34628, 0.6761724860340191), (28014, 0.675000994405365), (50639, 0.6741908557424146), (41555, 0.674040924628262), (13106, 0.6709423109934365), (30851, 0.6676536435362694), (29425, 0.6669711577343604), (53042, 0.665098518323423), (19145, 0.6596850958971097), (9349, 0.6592134117904497), (26780, 0.6583225039638902), (27861, 0.6576360341065142), (36137, 0.6571399660927105), (6360, 0.6567977353110799), (4801, 0.6537491036536489), (2053, 0.652139410603363), (54058, 0.6513676768998755)]"
54564,[]
23398,"[(55541, 0.6901846120110746)]"
21866,"[(30731, 0.7194378752731486), (34615, 0.7095632034331927)]"
8988,"[(52376, 0.7408773946095412), (24834, 0.7344287276156477), (40523, 0.7225793272370282), (27476, 0.7127618705649397), (34628, 0.7076776876357564), (47061, 0.704795903633679), (14435, 0.698610246178608), (28063, 0.6981445647931807), (9361, 0.6953621354535313), (42615, 0.6896820793765025), (13106, 0.689676658823022), (10254, 0.6851566195003802), (12000, 0.6849841805543119), (21070, 0.6847605249453783), (7223, 0.6832401430891901), (27861, 0.6825648569010816), (43148, 0.6787541520887168), (40370, 0.6787080932363484), (2200, 0.6778706964576622), (13374, 0.6768405746347254), (53042, 0.6758811538672186), (23932, 0.6751606599820703), (41744, 0.6744791100247384), (29425, 0.6737373836269159), (7896, 0.6694833460990931), (36399, 0.6690093250060812), (25690, 0.667163530897895), (6360, 0.6668856035065185), (37427, 0.666290479189172), (1716, 0.6621970255230047), (56665, 0.6608257414885911), (27569, 0.6594425142651834), (55352, 0.6593485758223419), (45383, 0.6579224953767582), (41555, 0.6557442616981839), (56790, 0.6553401331514239), (5719, 0.6550604978894978), (54230, 0.6529201592575653), (10303, 0.6516416805330357), (13661, 0.6514387055828307)]"
21958,[]
29397,"[(3780, 0.999999999999206), (41912, 0.999999999999206), (55941, 0.999999999999206), (26231, 0.999999999999206), (57557, 0.999999999999206), (33280, 0.999999999999206), (31730, 0.9999999999991719), (54372, 0.9999999999991719)]"
51414,"[(5417, 0.7271185694376309), (31950, 0.7196584059190936), (33321, 0.7031680634165102), (20699, 0.7015660688773411), (29055, 0.6953933217733118), (37602, 0.6912580033102109), (50704, 0.6867372409615278), (1675, 0.6757938244027978), (44324, 0.6740532615314417), (21191, 0.6740447204993312), (1637, 0.6645807008126206), (41987, 0.6618380233932242), (31603, 0.6617510241505575), (34785, 0.6604062092549057), (2737, 0.6587047914954015), (45915, 0.658502053045747), (5175, 0.6570389376422047), (19161, 0.6539942030676495), (14266, 0.6527854848814544), (23671, 0.651594963617447), (32231, 0.650287379198161)]"
42031,"[(3607, 0.6511971615445156)]"
29864,"[(40941, 0.725947662257093), (3320, 0.7103548565115592), (42668, 0.6973065801477702), (3542, 0.6892444731352761), (26240, 0.6860633444057429), (17869, 0.6829433906093629), (22592, 0.6726559099833128), (49826, 0.6721193309368793), (32231, 0.668208010192148), (16312, 0.6625861491214842), (8571, 0.6609531744110972), (1214, 0.6602480450527553), (44610, 0.6601494818670516), (23671, 0.6579555923091007), (24292, 0.6572396822041733), (31889, 0.6569326110360815), (15560, 0.6562584408420594), (4958, 0.6550558493913348), (38005, 0.654508340591689), (5175, 0.6538247353686678), (5483, 0.6537593796407467), (58268, 0.6536369339480834), (56681, 0.6533056644149705), (27004, 0.6520128513016901), (14164, 0.6519939980669331)]"
20694,[]
50374,"[(52534, 0.6835917946596602), (53701, 0.6787714329728242), (4605, 0.6780246142193704), (27200, 0.6581451932958503)]"
33020,"[(58941, 0.7056830458820892), (12625, 0.701308105662744), (36313, 0.6987237061424196), (13071, 0.6952725530663368), (44034, 0.6944048434856286), (18724, 0.6892786957966545), (15248, 0.6845658290253135), (56051, 0.6794823082981197), (27819, 0.6788100158970043), (9537, 0.6778431007188401), (16871, 0.6765270969578164), (16423, 0.6763566049976031), (30229, 0.6752995929287381), (43954, 0.674128796033444), (28556, 0.6723961458003418), (57860, 0.6661542278265985), (12632, 0.6619958998294455), (4297, 0.661461371342201), (8236, 0.6554262323723448), (10674, 0.6549624968698767), (37602, 0.6535849049388549), (44076, 0.6512359652947967), (39562, 0.6511615323660479), (36046, 0.650778614271189)]"
408,[]
27786,[]
24790,[]
15430,"[(53701, 0.6813080502381373), (52359, 0.6622872449809043), (22397, 0.6614903943731556), (42225, 0.6590749829075206), (16023, 0.6564253277182884)]"
50357,[]
31776,[]
42880,[]
45716,[]
42539,"[(13106, 0.6547321091905396), (5406, 0.6510975655776771)]"
1143,"[(29315, 0.7220806800295863), (24272, 0.7199101642247007), (30009, 0.7149285425054595), (22452, 0.6998630806766111), (14445, 0.6926041055764194), (20528, 0.6918830077450839), (20512, 0.6887664789197844), (1039, 0.6836330015893957), (20402, 0.6830026390903104), (23146, 0.6810537835742456), (2864, 0.6806816735891298), (25457, 0.6794257416984669), (1723, 0.6783731637485672), (37113, 0.6716112110965765), (50678, 0.6707174819659139), (48989, 0.6704224499926904), (47061, 0.6691675661725668), (56599, 0.6634702340129408), (27303, 0.6609580139000858), (42139, 0.660747983337601), (628, 0.6603776586302261), (49330, 0.6602095688486203), (45345, 0.6586254883577608), (11690, 0.6583975558288976), (19720, 0.6580358065387606), (33875, 0.6559588699016375), (41832, 0.6549726227659536), (55791, 0.653105721024576), (30686, 0.6519550711175875)]"
51965,"[(53335, 0.7425829571414302), (49014, 0.7278810704796876), (13661, 0.7270723337539774), (5406, 0.7268289205619514), (7117, 0.7228040208767834), (45924, 0.7093014692884515), (49032, 0.7046331968944671), (4958, 0.7010801402806036), (23648, 0.6981086124407249), (28736, 0.6944929062198358), (55179, 0.6939100018419381), (55517, 0.6938296904287996), (4157, 0.693096865317831), (4570, 0.6918515267529546), (20512, 0.6909587041309614), (23130, 0.6896247127410583), (48307, 0.6890579413056069), (3872, 0.6886190534162658), (16514, 0.6870901720278888), (9095, 0.6822716409103682), (24292, 0.6799130772314098), (7055, 0.67834804447943), (53869, 0.6764620214818571), (34191, 0.6753171397825574), (9535, 0.6751821821279942), (9950, 0.6741846581773207), (55813, 0.6735963154232), (9226, 0.6722822629804494), (32929, 0.6721029687954899), (20030, 0.6700891291111493), (324, 0.6664475133962938), (20080, 0.665856059351708), (7527, 0.6646926603992871), (26632, 0.6610312591894775), (10644, 0.6605800138816103), (9392, 0.6603843369447661), (14435, 0.659779590424327), (41085, 0.6586560997772394), (7935, 0.6584014828676901), (27546, 0.6582423596370126), (56665, 0.6558128847578409), (44076, 0.6557955587485848), (40216, 0.6556818487444258), (34615, 0.6556783576820906), (53656, 0.6544587201287881), (54058, 0.6540535579309878), (55225, 0.6536653964676927), (16398, 0.652437329907224), (34628, 0.6518689974630746), (34761, 0.6517194877845036), (28037, 0.6508260591105424)]"
33130,[]
13293,"[(13229, 0.999999999999206), (2777, 0.9999999999991719), (48368, 0.9999999999991719), (3979, 0.9999999999991719), (7447, 0.9999999999991719), (33048, 0.9999999999991719), (55259, 0.9999999999991719)]"
32059,[]
36877,"[(20483, 0.6764970370289212), (22814, 0.6708996355001258), (4958, 0.6683956414721356), (49014, 0.6641890722543812), (15923, 0.6575164337331247), (48244, 0.6540578277042108), (8943, 0.6520310059243285), (10644, 0.6511972606383087), (47673, 0.650327595405989)]"
49112,"[(24159, 0.6904603673753992), (18764, 0.683295771686502), (17805, 0.6784090600498858), (15413, 0.6779955194054982), (1819, 0.6753411896379558), (47209, 0.6747713771510755), (58002, 0.6732185027513078), (1716, 0.6720510429298702), (29290, 0.6703524709901487), (40523, 0.6642059402532972), (50129, 0.6627673579213927), (39829, 0.6607378402713564), (17380, 0.6589243910878445), (23130, 0.6577665552568881), (2200, 0.657569631157576), (42615, 0.6540108488085793), (43148, 0.6508956662288402), (7896, 0.6508798312059515), (25708, 0.6503279774281383)]"
